id,price_doc
30474,5870241.02547
30475,8491601.24731
30476,5376596.42907
30477,5203277.22719
30478,5243521.33985
30479,9798589.30159
30480,4535674.11094
30481,4425454.42548
30482,4606006.36265
30483,4802105.15101
30484,6397947.97945
30485,5074801.29003
30486,3700276.32617
30487,4211183.26671
30488,6458738.23908
30489,6294576.27723
30490,18970997.2638
30491,19258174.4341
30492,5402835.21975
30493,12278159.3007
30494,7400716.88517
30495,8900049.25256
30496,8136764.7584
30497,8566165.47371
30498,4414219.12789
30499,5930630.53722
30500,11873675.7123
30501,6726499.70183
30502,3411508.24467
30503,6193505.78251
30504,5958401.25733
30505,11133039.0035
30506,2917538.02689
30507,4979166.83687
30508,5836109.80165
30509,5019977.133
30510,9664064.23906
30511,6019236.49431
30512,6747481.7757
30513,4535674.11094
30514,3203426.39516
30515,10121458.5426
30516,6306504.012
30517,10370241.1944
30518,6666317.9066
30519,4487392.87147
30520,6764560.17888
30521,3916533.2008
30522,7958763.76808
30523,6187068.50002
30524,10051307.4561
30525,10037692.8572
30526,5072347.82415
30527,5188071.29088
30528,6974202.53901
30529,6389974.71581
30530,6583456.80998
30531,14195757.7423
30532,5140525.19516
30533,10364151.6724
30534,7426723.89946
30535,9837379.15974
30536,5793121.38606
30537,10451073.5349
30538,4729273.75111
30539,8802704.09093
30540,9952446.03237
30541,5148397.33209
30542,2343476.81801
30543,4795388.39593
30544,7092808.44454
30545,7765997.39346
30546,4550565.41036
30547,9354118.20046
30548,4740039.87052
30549,5160363.81609
30550,10225457.7567
30551,5041974.94896
30552,1971002.60425
30553,7438954.8269
30554,11433389.5182
30555,6596154.94525
30556,8895784.41628
30557,7968435.38712
30558,10004746.4453
30559,4092351.5087
30560,5872314.85919
30561,6686035.21509
30562,13655917.5602
30563,4025442.14898
30564,7517259.28893
30565,7639831.4307
30566,7730221.59655
30567,2331497.66569
30568,9023584.85328
30569,9335084.21647
30570,6707185.28736
30571,7393267.64031
30572,5104247.57255
30573,6764689.31292
30574,5797092.62563
30575,7682893.69728
30576,4573154.70923
30577,4869402.40218
30578,2918615.12448
30579,6356165.57142
30580,3367902.13726
30581,5231186.22492
30582,13147466.5908
30583,7455980.08813
30584,4597091.83729
30585,2914590.44758
30586,8241519.90296
30587,6222989.6546
30588,7188838.30742
30589,7619255.85413
30590,9712624.45091
30591,5679629.08391
30592,6807831.51457
30593,8050558.93729
30594,7879295.64318
30595,5818851.54312
30596,6598638.93039
30597,6764689.31292
30598,9837379.15974
30599,11976707.3038
30600,5031987.32753
30601,6371369.93638
30602,2177862.67049
30603,12210704.7688
30604,4222310.31949
30605,6934575.76153
30606,13415238.6191
30607,6586267.79727
30608,9369028.57859
30609,6294576.27723
30610,3347975.28599
30611,5847778.45562
30612,7254831.62012
30613,7906354.9078
30614,16942289.6619
30615,7840529.24437
30616,5915185.3604
30617,8403654.98597
30618,4801626.9186
30619,4617167.80925
30620,2644809.01744
30621,9685165.65781
30622,9395455.82748
30623,6247099.24694
30624,7124126.92034
30625,8388264.96385
30626,6319943.42627
30627,6018179.15953
30628,6581634.02821
30629,5264575.63299
30630,4099922.29574
30631,6589833.68444
30632,4010081.9744
30633,6347807.02928
30634,12797637.3424
