id,price_doc
30474,5535769.17728
30475,8401517.93296
30476,5226902.09925
30477,5088584.79068
30478,5399556.13906
30479,7777959.16915
30480,4609044.10549
30481,4150437.64861
30482,4983030.01055
30483,4475855.14893
30484,7084137.03314
30485,4851790.63544
30486,4011635.55488
30487,4226789.81536
30488,5371919.62918
30489,6169402.33924
30490,18338745.0904
30491,17638692.9572
30492,5348183.45296
30493,13123865.6792
30494,7526140.79981
30495,11160827.0671
30496,8125478.85243
30497,8557403.37216
30498,4813051.61818
30499,6028067.0508
30500,9486903.16084
30501,6620587.42231
30502,3269335.91837
30503,5773741.23377
30504,5677145.66304
30505,11932017.4015
30506,2753636.06426
30507,5300819.4211
30508,5419657.95565
30509,7260478.54427
30510,9158441.35654
30511,6078227.98702
30512,6506297.39889
30513,4609044.10549
30514,3344853.2601
30515,8767337.01449
30516,5798463.27768
30517,8932615.24699
30518,6082056.82657
30519,4696979.30777
30520,7339445.87931
30521,5655626.23043
30522,6860120.49947
30523,6203210.63943
30524,8591949.87807
30525,8123447.38752
30526,5442428.18072
30527,5418829.64942
30528,6817798.52678
30529,6037731.60481
30530,6139080.93631
30531,13281049.5414
30532,4941450.72457
30533,9183379.32953
30534,6375527.42037
30535,9169987.07405
30536,5907384.9899
30537,9773915.35021
30538,5534415.38112
30539,8150722.07279
30540,9437622.30762
30541,5218105.01637
30542,2088043.27966
30543,5169717.35589
30544,6927206.49405
30545,7458380.78972
30546,4374670.47746
30547,8944403.91592
30548,4990787.88201
30549,5398353.05957
30550,9789786.39569
30551,5169954.62548
30552,2059401.94903
30553,6923940.94476
30554,10203662.5407
30555,6358560.5839
30556,7896227.12656
30557,8761497.45124
30558,8623980.16535
30559,5463540.31118
30560,5717667.54775
30561,6868148.6971
30562,10527049.8531
30563,4744430.88187
30564,6810385.19638
30565,7112042.25809
30566,6502703.38241
30567,2059207.67047
30568,8992576.35343
30569,8100800.33343
30570,5961286.59078
30571,7490092.47682
30572,5459608.94393
30573,6494488.76981
30574,7079788.30895
30575,7277499.75415
30576,4632412.74654
30577,3805703.37583
30578,2819069.62313
30579,7130220.22177
30580,5090254.7958
30581,5457393.40396
30582,10305925.3362
30583,6995688.7632
30584,4464865.76702
30585,3383888.55243
30586,8491583.05724
30587,6175808.5599
30588,7766069.7982
30589,7861658.9266
30590,10303354.2022
30591,5757361.84503
30592,7005972.44104
30593,7698210.18892
30594,7083883.44338
30595,5731967.24924
30596,6374432.57748
30597,6634885.82288
30598,9629949.3231
30599,11733464.1629
30600,6089380.19132
30601,5877006.2595
30602,1946500.7632
30603,11328453.1028
30604,4486027.03377
30605,6554294.31418
30606,17417997.9527
30607,6069606.55784
30608,8051487.86173
30609,6265302.96532
30610,3186919.7988
30611,5419657.95565
30612,7381918.67574
30613,8261260.2477
30614,13234304.0941
30615,7215350.06049
30616,5532286.21065
30617,8481223.48591
30618,4974569.06436
30619,4648395.00483
30620,2799086.19872
30621,8018200.48754
30622,8890287.96816
30623,5479353.52631
30624,6629603.07673
