id,price_doc
30474,5414811.86288
30475,7965819.78759
30476,5060376.97196
30477,5448579.90176
30478,5137969.5079
30479,9194402.89424
30480,4581675.44306
30481,4447256.49674
30482,4315269.78411
30483,4869454.46461
30484,6257682.32877
30485,4757600.13703
30486,3900106.12158
30487,4415018.19373
30488,5921253.1323
30489,6051169.15898
30490,22186013.9606
30491,16296571.4499
30492,5790908.4198
30493,12528903.9346
30494,7056911.85463
30495,8959166.53302
30496,8463471.51693
30497,7376767.63677
30498,4788843.31545
30499,5331826.19747
30500,11179224.192
30501,6760833.4474
30502,3323255.01042
30503,5964711.48726
30504,5754561.49015
30505,10896447.2695
30506,3166563.55248
30507,4696241.42362
30508,5277275.21653
30509,7252672.54992
30510,9028977.14432
30511,5932970.94735
30512,6493174.16633
30513,4433895.96373
30514,4259363.23426
30515,9866740.24864
30516,5932862.53514
30517,10407016.1457
30518,6616781.23799
30519,4274677.48754
30520,6683177.21483
30521,3943753.85575
30522,7330384.36649
30523,5489124.7454
30524,10245174.9597
30525,10169787.0536
30526,4922201.49695
30527,4704926.79418
30528,5870948.47746
30529,5859971.51446
30530,6656748.33437
30531,12314032.8053
30532,4896139.19997
30533,8029608.27628
30534,7086498.83916
30535,9105144.23211
30536,5705453.23856
30537,10469012.5699
30538,5065171.85984
30539,8252751.60085
30540,9251726.10305
30541,6108699.38419
30542,2314794.0358
30543,4880676.61775
30544,6545164.34886
30545,7453257.54016
30546,4390086.16437
30547,9536699.61269
30548,4578330.77145
30549,5116832.97671
30550,10516847.2263
30551,5069221.21328
30552,2107847.4725
30553,7596842.17873
30554,8828584.68525
30555,6186163.11799
30556,9227109.28545
30557,7088498.69008
30558,10007288.4498
30559,5075860.04669
30560,6233910.11898
30561,6027264.31354
30562,12003838.4416
30563,4442734.33589
30564,7740618.91738
30565,7457298.9044
30566,8047450.86643
30567,2316102.38197
30568,10381044.3994
30569,7844393.84895
30570,6363150.87261
30571,6985681.85476
30572,4884499.65679
30573,6410809.76511
30574,5273613.04629
30575,7967480.90347
30576,4507403.12422
30577,4033750.87413
30578,3325846.80433
30579,6335081.30999
30580,2829534.35041
30581,4983519.78014
30582,9329140.31305
30583,7138857.46757
30584,4404463.69908
30585,3406816.6361
30586,8805493.1377
30587,6154649.31049
30588,7083131.59886
30589,7484694.77622
30590,9227008.87978
30591,5083548.08984
30592,6647837.29003
30593,8035133.60624
30594,7009481.27569
30595,6027143.13148
30596,6528956.03425
30597,6425251.38965
30598,9106522.84228
30599,12134708.9006
30600,4614008.22493
30601,6007196.11056
30602,2235895.14333
30603,11640191.453
30604,4677609.73146
30605,6502328.37637
30606,21215874.0026
30607,5880588.75485
30608,9340600.49012
30609,6146435.34763
30610,3230138.64297
30611,5277275.21653
30612,7074627.45852
30613,8901013.53734
30614,15764628.4647
30615,7080390.94932
30616,5503007.32125
30617,7396250.24291
30618,4640322.37424
30619,4343567.52401
30620,3015754.77805
30621,8491156.85042
30622,7413933.1715
30623,5658303.52495
30624,6300390.03918
30625,7308065.05004
30626,5939446.86791
30627,7479274.31134
30628,6395950.05416
30629,5210522.92311
30630,4955558.96324
30631,6359352.5069
30632,4053379.04194
30633,5183057.42796
30634,11958682.2696
30635,9251726.10305
30636,4562734.55832
30637,8878800.28663
30638,6057019.48131
30639,6742476.68314
30640,4635103.96995
30641,7462027.52972
30642,6648341.65727
30643,6984349.37556
30644,9106522.84228
30645,7090434.76351
30646,4918243.00516
30647,4824762.77471
30648,21959066.0093
30649,2922654.33341
30650,4933039.27328
30651,3356867.89799
30652,4591318.36888
30653,7273821.78369
30654,4679827.08537
30655,13564523.3027
30656,3987119.5638
30657,5561878.19456
30658,8949976.46029
30659,5118160.53848
30660,7846302.41139
30661,6504397.26921
30662,8783084.98243
30663,12153523.4009
30664,9727924.73136
30665,6284338.37952
30666,3012413.85644
30667,4495098.64115
30668,8507489.96415
30669,4595117.77944
30670,2437016.23167
30671,6939112.80739
30672,15363510.3653
30673,11381339.4457
30674,10013218.536
30675,2314794.0358
30676,6978842.53372
30677,4438440.85705
30678,15561869.8609
30679,5576137.6496
30680,5008968.13774
30681,2372957.23749
30682,7734823.0985
30683,9240056.49593
30684,3317217.31221
30685,4637080.51909
30686,9637300.02289
30687,4848607.85377
30688,4323971.66423
30689,10858317.6605
30690,21959066.0093
30691,5029169.33634
30692,6099304.90333
30693,10947918.0743
30694,4966342.47077
30695,7082407.28069
30696,6352699.20228
30697,12749856.5853
30698,5015398.54621
30699,6099176.25084
30700,4985165.31104
30701,9106522.84228
30702,5771851.22146
30703,3857124.3718
30704,11490636.5449
30705,6988618.95044
30706,22970784.2038
30707,3752457.50057
30708,12804545.244
30709,5866413.65381
30710,7432912.71938
30711,4714838.10564
30712,4243248.3485
30713,5073516.43448
30714,6114877.21804
30715,3987137.90916
30716,9240056.49593
30717,6072128.14791
30718,10559408.3494
30719,11893465.9935
30720,6442873.9901
30721,5806520.14181
30722,6847226.98286
30723,6360942.89518
30724,11509850.7383
30725,6825731.79757
30726,12386632.7983
30727,9866740.24864
30728,11227956.0092
30729,3534777.82436
30730,5115608.61301
30731,6325567.72374
30732,4551515.5972
30733,7960618.66177
30734,6517316.10405
30735,5550976.68184
30736,5758622.23752
30737,6769404.0673
30738,5867003.34626
30739,5047155.21279
30740,6990641.75864
30741,11236938.7059
30742,4370393.77406
30743,4890279.40631
30744,9493606.25025
30745,7133872.64198
30746,5687129.03541
30747,16048560.0563
30748,16890118.6182
30749,4352172.50557
30750,6704185.3332
30751,4256847.60824
30752,7906001.30989
30753,10022759.0534
30754,5426427.72024
30755,4572178.82274
30756,6659385.56813
30757,5571352.0932
30758,8381980.85259
30759,6666057.37579
30760,4259491.7468
30761,7594149.73571
30762,6530055.52448
30763,11738270.0136
30764,6041516.56623
30765,5191869.79009
30766,3811144.36547
30767,9708652.15347
30768,4510326.58193
30769,6493792.55176
30770,6284338.37952
30771,3083859.28416
30772,7212627.24077
30773,7412185.0225
30774,5761617.91891
30775,9288077.53297
30776,5327068.30101
30777,6157850.93292
30778,8860722.09299
30779,6209550.77689
30780,7706825.25333
30781,6612205.22251
30782,5044280.85634
30783,5265393.17667
30784,3629322.61684
30785,5020001.12922
30786,4440989.38103
30787,6186163.11799
30788,5714338.54414
30789,7140189.95931
30790,6023822.87031
30791,9918830.83357
30792,6527321.74048
30793,11022440.9655
30794,12577987.0557
30795,9554792.40754
30796,9431032.69241
30797,15403612.1835
30798,2914695.47321
30799,9726071.4001
30800,9764170.86451
30801,6034015.81471
30802,18423810.3157
30803,3347691.59396
30804,3773700.35257
30805,13486836.9512
30806,6517316.10405
30807,5225509.59728
30808,10809973.4144
30809,4887442.48437
30810,11604703.1175
30811,4512937.69631
30812,5212330.81436
30813,4750171.96919
30814,2764833.30201
30815,4163883.72885
30816,8010570.05434
30817,2252879.85119
30818,7231508.05084
30819,8732666.50669
30820,4990178.27169
30821,25297022.2006
30822,6606005.63422
30823,7214222.63299
30824,3750647.26455
30825,4923227.52082
30826,7148068.66375
30827,5109727.60891
30828,5347297.49861
30829,4977684.67131
30830,8831648.59461
30831,5983952.23369
30832,5449918.44933
30833,5309518.97324
30834,4302198.64576
30835,5112202.23261
30836,6301290.31284
30837,5622477.54302
30838,3697006.40063
30839,5793343.68982
30840,11044551.4031
30841,10096527.0744
30842,7082374.45951
30843,5204837.62789
30844,7009481.27569
30845,8092624.5864
30846,4485257.41133
30847,4983655.24307
30848,8484671.00021
30849,4756514.25574
30850,4111417.57425
30851,4759206.74787
30852,7336719.54877
30853,3668556.12563
30854,5173102.04809
30855,6587675.55651
30856,8729614.7165
30857,2392388.7215
30858,4504935.66873
30859,5886790.10498
30860,5980031.41801
30861,8598767.36497
30862,6035875.33284
30863,5020009.922
30864,5737935.35698
30865,10276599.0417
30866,7721004.00587
30867,5819906.5651
30868,6993068.01736
30869,5738297.63051
30870,2978858.12518
30871,7469694.53001
30872,4759206.74787
30873,3768541.15936
30874,4781904.688
30875,4972103.94183
30876,4990034.20297
30877,9603197.96252
30878,5652009.64497
30879,9785328.18307
30880,6171824.11875
30881,2252879.85119
30882,9031285.85973
30883,3593949.03452
30884,5685574.53899
30885,4628622.37158
30886,7703589.86181
30887,4983641.88673
30888,4399359.81859
30889,4234306.67059
30890,6525893.68613
30891,3756163.54132
30892,3811144.36547
30893,4433895.96373
30894,5437874.98158
30895,4426231.08593
30896,6144432.10973
30897,7225056.371
30898,6987171.5584
30899,5823221.97801
30900,3318565.92707
30901,6538485.9187
30902,2332359.45132
30903,6951130.55148
30904,6688035.36207
30905,5672395.86125
30906,5940089.60567
30907,11294130.7968
30908,4283683.36154
30909,12347109.7172
30910,7461714.4494
30911,4204659.59179
30912,6939964.6939
30913,15675274.9528
30914,5052732.8075
30915,6894402.02216
30916,6084151.13703
30917,7852159.88782
30918,6840162.94335
30919,4531405.17487
30920,4164908.56366
30921,3873200.67266
30922,5622998.68699
30923,3832516.51986
30924,5003545.63512
30925,15716244.969
30926,6786702.42558
30927,7564376.06105
30928,4435407.21514
30929,5055074.32159
30930,8156485.37853
30931,11014994.3127
30932,4769424.24151
30933,4674542.35264
30934,12920580.7428
30935,6970975.89012
30936,6502209.52051
30937,8899486.36448
30938,3337486.60761
30939,8468704.60759
30940,6749210.1277
30941,5852527.7415
30942,3531832.30365
30943,6150143.51474
30944,5018534.16272
30945,3716116.30004
30946,12699150.8351
30947,5846050.95529
30948,8234501.53059
30949,6345646.21772
30950,5793121.4
30951,14679242.1593
30952,7578673.62413
30953,10265667.3853
30954,4718364.60087
30955,6234494.12232
30956,6396532.41697
30957,5774736.98406
30958,21826133.8905
30959,7564484.29819
30960,6055198.30825
30961,7166634.93111
30962,10317726.7676
30963,3739994.61124
30964,3425278.99215
30965,6794992.05549
30966,11464026.0347
30967,9839041.37562
30968,3861192.65654
30969,3650650.53214
30970,6085455.36582
30971,9891493.09873
30972,3685743.19499
30973,5484824.05964
30974,4964001.99482
30975,7043255.58274
30976,5229300.34583
30977,6170433.947
30978,6994368.56556
30979,3664379.87165
30980,6590945.89409
30981,5871832.83918
30982,6619664.70162
30983,3769273.03975
30984,5685574.53899
30985,3859084.57244
30986,9186910.83342
30987,8633276.53501
30988,6434062.17548
30989,6804214.72153
30990,13045787.1854
30991,7665560.6061
30992,3051520.06176
30993,7308282.47533
30994,5011717.58764
30995,5879890.18728
30996,5700341.94272
30997,7741203.06187
30998,5097482.03318
30999,6135730.32803
31000,7067605.36902
31001,6179021.62074
31002,7991591.7118
31003,7789628.54782
31004,4125066.22021
31005,3150760.95752
31006,7500844.34666
31007,4948026.47902
31008,5026210.7718
31009,5997969.21359
31010,6496879.34138
31011,4278923.24318
31012,5903153.70409
31013,6878588.8482
31014,13105519.2215
31015,6665667.62064
31016,4163200.04282
31017,9230281.39105
31018,5655395.70897
31019,4476351.32064
31020,5533760.8707
31021,11289164.1672
31022,21159944.5961
31023,9127680.02609
31024,4242557.17178
31025,6149321.38647
31026,5621910.70255
31027,4525208.83429
31028,4104976.16726
31029,6213194.36193
31030,6623180.8242
31031,8698346.22256
31032,8839196.496
31033,7913864.71287
31034,4566704.508
31035,10076916.221
31036,5753659.68826
31037,23464013.8098
31038,4510661.32759
31039,7524494.87674
31040,5647903.71574
31041,4422254.08473
31042,3581918.62532
31043,6064777.35731
31044,7032245.088
31045,6689229.39517
31046,15456466.3299
31047,7597810.95593
31048,5485529.43277
31049,4721316.76416
31050,7973450.42583
31051,6519306.56821
31052,3737624.36745
31053,15475994.9698
31054,6186163.11799
31055,5230773.87603
31056,11613210.4826
31057,4949269.41632
31058,5944688.43055
31059,2958212.56969
31060,7138857.46757
31061,6186163.11799
31062,6408106.09416
31063,3699505.53256
31064,5126060.13178
31065,9878948.8026
31066,4665898.01925
31067,6507650.73922
31068,4304050.67337
31069,4600335.34404
31070,4836344.33226
31071,3648157.95442
31072,7751058.91819
31073,2252879.85119
31074,6902832.32104
31075,6652341.47267
31076,5824478.38876
31077,5632106.56716
31078,4413803.27387
31079,5203107.62812
31080,6410809.76511
31081,3106281.52086
31082,9296805.94688
31083,4887442.48437
31084,9230281.39105
31085,11423214.7165
31086,3815302.76191
31087,4589542.7613
31088,6286826.2065
31089,6017174.22504
31090,35534809.9094
31091,2943860.10701
31092,7086498.83916
31093,6284338.37952
31094,6184273.64581
31095,4986805.59484
31096,22662480.5494
31097,10740573.4034
31098,9306713.98714
31099,14712946.724
31100,4362176.85673
31101,3906115.50281
31102,5852511.11283
31103,10782528.1341
31104,5182611.9407
31105,8279170.35535
31106,4501659.58596
31107,9615160.82903
31108,7470428.70041
31109,5314502.45933
31110,9008683.29369
31111,8712084.6548
31112,6156609.21705
31113,3611094.41715
31114,4572259.9276
31115,5433347.8976
31116,5060872.76269
31117,5846103.30632
31118,3760536.18497
31119,3558927.58366
31120,4943048.13004
31121,6382507.1478
31122,5827093.15807
31123,4914327.8402
31124,5169767.84002
31125,11548294.6814
31126,16789897.3284
31127,5490251.81871
31128,5705160.56783
31129,5425738.47441
31130,11767282.455
31131,7247432.78762
31132,7079616.16077
31133,9720986.58011
31134,6223993.14155
31135,9422734.74646
31136,6865657.12968
31137,4182427.88194
31138,5510107.12753
31139,3791400.80439
31140,6588343.33422
31141,7254954.54467
31142,9126298.213
31143,4994263.63891
31144,3751580.42606
31145,5388759.84622
31146,5204327.11658
31147,10421243.5323
31148,6062407.80935
31149,2316102.38197
31150,8484671.00021
31151,4772066.46881
31152,7344318.47546
31153,5332778.45554
31154,15632980.9382
31155,5578197.9647
31156,9457127.35647
31157,4043448.78254
31158,8304159.23036
31159,6041052.60646
31160,5380427.55869
31161,3664857.46332
31162,4562417.47889
31163,5792603.47296
31164,6170187.93216
31165,6085455.36582
31166,5307208.12514
31167,4625730.11203
31168,10582590.4619
31169,3264163.67029
31170,5034542.19148
31171,8784605.44336
31172,5186481.07725
31173,7318798.74489
31174,8554514.79144
31175,16276738.4871
31176,4887678.71075
31177,8249089.28959
31178,4373536.05688
31179,4220306.07266
31180,4369930.03527
31181,7739814.79376
31182,5950420.23221
31183,8067521.90269
31184,4781327.35146
31185,4125066.22021
31186,7495356.54779
31187,3611094.41715
31188,4775139.28257
31189,4928444.22737
31190,6730296.26069
31191,10784398.1373
31192,3707286.3786
31193,5477286.26935
31194,10359075.0906
31195,5852343.24645
31196,4907770.91268
31197,11500135.2634
31198,5689284.21107
31199,6410809.76511
31200,10162951.7355
31201,3057752.89562
31202,3976615.06677
31203,6186163.11799
31204,3533115.02925
31205,8237954.84862
31206,5021066.89419
31207,4239658.07558
31208,4077277.97637
31209,4384553.66755
31210,6032347.55255
31211,5984106.55518
31212,5394837.10405
31213,9763229.1802
31214,6716866.37391
31215,4759206.74787
31216,5685574.53899
31217,7122310.20432
31218,8015557.94053
31219,3543339.37234
31220,6940563.34362
31221,3733089.21255
31222,6169381.88331
31223,9105144.23211
31224,6828196.08347
31225,11566317.4904
31226,6171824.11875
31227,9153067.49591
31228,8706763.58417
31229,4339757.34128
31230,5509504.68887
31231,3875003.25989
31232,6420747.97347
31233,6395950.05416
31234,6617648.72543
31235,5408997.13712
31236,5573277.13038
31237,9421183.74614
31238,6410809.76511
31239,11634170.4516
31240,6400076.96013
31241,6284011.25395
31242,7164634.51302
31243,3746573.98185
31244,7138857.46757
31245,7175662.85877
31246,8263642.79552
31247,5453162.78624
31248,6613582.80859
31249,8962872.85424
31250,5503007.32125
31251,7122310.20432
31252,6171824.11875
31253,7783210.87379
31254,5905731.40257
31255,11942692.6564
31256,5805578.66754
31257,4629363.74015
31258,9644607.97237
31259,8070255.64523
31260,7411574.61885
31261,20524287.5475
31262,5672395.86125
31263,6288450.67648
31264,3878322.19457
31265,9833473.37053
